"","kallisto","salmon","stringtie"
"CHESS_clean",1.78934890671308,0.398039086183247,0.460499401157778
"CHESS_noisy",2.02643141636428,0.378860492482471,0.44375450293485
"REAL_clean",0.372014457707584,0.268699695073567,0.332681104134847
"REAL_noisy",0.689027994867483,0.371043979346087,0.407980113735407
